,mean_R,mean_G,mean_B,mean_gray,var_R,var_G,var_B,var_gray,xcorr_RG_mean,xcorr_RB_mean,xcorr_GB_mean,xcorr_RG_var,xcorr_RB_var,xcorr_GB_var,ssim_RG,ssim_RB,ssim_GB,corner_count,extrema_count,contours_count,im_entropy_mean,im_entropy_var,shannonEntropy,binary_mean,binary_var,frangi_mean,frangi_var,hessian_mean,hessian_var,edge_canny_mean,edge_canny_var,blobs_count,peak_count,edge_sobel_mean,edge_sobel_var,edge_sobel_h_mean,edge_sobel_v_mean,edge_sobel_h_var,edge_sobel_v_var,descs_num,filt_real_1_0_mean,filt_real_1_1_mean,filt_real_1_2_mean,filt_real_1_0_var,filt_real_1_1_var,filt_real_1_2_var,filt_real_5_0_mean,filt_real_5_1_mean,filt_real_5_2_mean,filt_real_5_0_var,filt_real_5_1_var,filt_real_5_2_var,label
0,183.35572680475548,176.7503370511092,149.15158107611228,0.6908396551684777,3181.710218459989,4101.117286012148,6343.860556698629,0.06040355212259254,2115347150.0759897,1785045376.5610063,1720739119.8347838,3029767647062762.5,4766480446088170.0,8018656819278410.0,0.9539895506757616,0.8088676074940762,0.8651654890566083,14,70,225,0.13467513188378688,0.09613764606557149,15.880986038361002,0.567793234465008,0.2454040773607725,6.809513610730744e-06,2.4260589634115034e-10,0.16554486564794096,0.13813295388091074,0.04092106875842628,0.039246534890094414,7,27,0.04437761664994915,0.004886564959581225,-0.0021328064401394814,-1.1906424151820223e-20,0.009774433491385943,0.003932893283525097,720,0.0006648252440504048,0.00040516603467267455,0.0006648252440504022,8.979175507911075e-05,3.1776097558476206e-05,0.00037750287613274913,0.002723067065867871,0.0014180723500556065,0.0027230670658678568,7.471488601947986e-05,7.028136750255145e-06,0.00011149292968787026,airplanes
1,210.7398216415483,189.2801013769923,164.80524232896022,0.7532378611601855,3057.343114442871,5548.256453226197,4958.693040933904,0.07213774221972329,2943159262.893866,2562594123.763011,2301644139.9432125,3636048971480880.5,3326155877532852.5,6693287129674658.0,0.8594801419756755,0.8201802935901652,0.9306291929577257,27,12,91,0.07410463415921971,0.058355106156513854,16.041137601667923,0.8440041201344465,0.13166116533052527,6.80547188414105e-06,3.3753087970802537e-10,0.14468586868342054,0.12374506299870573,0.018052694351078823,0.01772679457774536,11,27,0.024837737807030264,0.004334127265891548,-0.0005201019988392202,-0.0013945303833340775,0.005711567051387778,0.004188298698057641,640,0.0007248737693722868,0.000442015904896458,0.0007248737693722832,9.382201257271473e-05,4.586289072567761e-05,0.00015744993410331734,0.0029690206651351594,0.0015461663221196349,0.0029690206651351433,1.7578874830755912e-05,2.9194336567324845e-06,2.7611052116950462e-05,airplanes
2,170.12378749325313,147.7886807001311,111.7537975171563,0.5879873561418708,4146.256016004189,4635.627562520378,8084.580343547866,0.06695425682816371,1630356989.73998,1232831797.7326703,1070976537.7126224,3923143770024135.0,7064007656691368.0,1.0898713881332278e+16,0.8724281760356314,0.5771103737156995,0.672386958833013,8,2252,510,0.1346112650670036,0.08762711549048875,15.828728873056578,0.23460559796437658,0.1795658113681539,6.015205274137024e-06,1.7128142344985763e-10,0.20776297410727124,0.16459150569956255,0.04495335029686175,0.042932546593949385,8,26,0.044950231676151246,0.005107787346244428,0.00298504174812033,-9.245438095421151e-20,0.008934646195660166,0.005313064678070014,720,0.0005658459739839909,0.00034484486196376845,0.0005658459739839906,0.00012904567435995375,3.3115236343192315e-05,0.00031382319277532833,0.002317656481757953,0.0012069495514465533,0.002317656481757939,0.00010934082324602377,8.585815072695467e-06,0.00011055847733844936,airplanes
3,152.15975153420146,132.64831612034126,77.91730279898219,0.5209740787659474,4163.541954376224,3940.061260822684,6957.690616643683,0.05969698644950612,1348475323.4779525,792091171.3727735,690521370.0534351,2024361584312936.2,3213547561003631.0,4127482673840688.0,0.9155869657596858,0.5387411407839199,0.5932733349033814,22,1910,666,0.07304150970418978,0.050976058829108606,15.860812149384502,0.2370154168537644,0.18083910902740077,5.863930451049724e-06,1.318491015837669e-10,0.1293727251787672,0.11262955939437012,0.05207304295764107,0.04936144115477274,8,28,0.06559577140020191,0.00613636551834173,-0.0028995090379214106,0.0028255316011751206,0.013956187421137195,0.006905763285231129,704,0.0005013561634284563,0.00030408189681637473,0.0005013561634284564,0.00011460990707247055,7.179245102276588e-05,0.00034879596602730345,0.0020535117598488683,0.0010693242334596,0.0020535117598488558,0.00011803432794467684,1.742373476707227e-05,0.00027637792725539607,airplanes
4,147.39788550057537,150.50478998849252,86.25296317606444,0.5694588865554276,5454.6258211905715,5095.940224466827,8909.719582704054,0.07928376027843771,1542237783.9958718,883842825.2144132,902472775.2367376,5309651955674782.0,8322122991262470.0,7792275012272543.0,0.9227943327938148,0.47084800606780797,0.46859725940049685,24,709,493,0.1564598040079396,0.09646570789051069,15.887963333052012,0.25642980437284235,0.19067355980214812,9.905423651542987e-06,3.18242779934283e-10,0.1677314244109933,0.1395876886687612,0.048647871116225545,0.04628125575208464,13,24,0.05701894978109408,0.006240785131952263,-0.004294668956880797,6.228236185325246e-20,0.013378902234070395,0.0055865451166627975,748,0.0005480152165534791,0.00033398037075302664,0.0005480152165534773,0.00012112745771564996,5.8760118908373965e-05,0.00048722740590579673,0.002244623231662497,0.0011689165430446638,0.0022446232316624846,9.028483220723233e-05,9.991076284812453e-06,0.00011136582072103557,airplanes
5,167.20922262034586,166.58242024545186,144.79761472018834,0.6476271814578249,5080.676258437415,6523.624799743839,9984.641874146344,0.0973531470016165,1609160192.7135067,1398722369.7691228,1393479103.3424902,3711800922215617.0,6041823413050293.0,9164306486722936.0,0.9248385876135548,0.7157836889548462,0.779439530573663,30,2788,55,0.1270212880685974,0.08155576834704052,15.616307679259954,0.6348340863062782,0.2318197691699511,1.1963373003657833e-05,8.540550327358763e-10,0.2267174038189021,0.17530466024869265,0.03633310830693601,0.03501301354769246,9,20,0.04057407837714371,0.006717561602985763,-0.004763123176327359,-7.783149417063724e-20,0.01013900521108497,0.006565942324802894,816,0.0006232399888239948,0.00037982263336275274,0.0006232399888239927,0.0001277962660790784,4.6994635253091684e-05,0.0002751086358556115,0.002552737434214832,0.0013293709941213743,0.0025527374342148167,0.0001437179583461291,8.29375326668477e-06,7.646383238817556e-05,airplanes
6,185.95767954655423,189.44670629708992,176.82014239303243,0.7364506386475237,3669.5515545242542,5024.8766268442005,6842.054987938526,0.07186608637723732,2038635817.0162785,1902761375.4712794,1938461892.6808598,2009879244586661.5,3077106989308219.5,5847581866637420.0,0.9296957031677351,0.8658847217491665,0.9357957611057878,14,3241,282,0.1266561707804158,0.08197765773060711,15.69707707916793,0.7810707126563904,0.1709992544868288,8.264720173324402e-06,4.3128778437041296e-10,0.2090184257763702,0.16532145924175828,0.03501071403884703,0.033784963941337114,9,20,0.045724165501198184,0.005935894168710641,-0.001217950467392321,-1.9185439701132862e-21,0.010966437487707113,0.005085266067935074,816,0.000708718690229954,0.00043191612230222544,0.0007087186902299541,8.988888399924597e-05,4.616082639867972e-05,0.0002826552697277755,0.002902850849303616,0.0015116970776556816,0.002902850849303597,0.00010553883892392504,1.0825058250368762e-05,0.00012900403141511145,airplanes
7,117.92911392405064,111.63946988361226,96.76630702574123,0.438837898824129,4371.495442414257,4777.142756120303,5167.577976158899,0.07117070929739693,774858078.1316456,671627648.9670886,635806987.7312208,1708717768920289.8,1761338171962352.5,2098182005079256.5,0.9349795084009618,0.758723392611629,0.8278144126852599,33,1090,347,0.05963271982111662,0.04307186577479489,15.594402083563907,0.19571829071446775,0.15741264139427483,7.794597773614044e-06,1.9770707629467226e-10,0.12006556369130857,0.1056420297674861,0.05549231161328689,0.05241291496510075,11,18,0.07093350074607638,0.007814967877904103,-0.004342109729627982,7.559261628362135e-05,0.016817835601116,0.00885636357973168,884,0.0004223129216766925,0.0002579090181726864,0.0004223129216766922,0.0002362756732996502,9.992624039557948e-05,0.0004570448732894888,0.0017297574344530319,0.0009007881118392482,0.0017297574344530217,0.0001548159738748515,1.140568573659676e-05,0.000343519438220867,airplanes
8,180.6565946254278,168.90569146913424,147.02424261630117,0.6659808075590485,4834.147743302651,6229.152152928513,10322.452511547679,0.09371936963005814,1925794962.9487894,1676311457.5897768,1567274897.7079475,7385585328953019.0,1.373602237874031e+16,1.7271932332021804e+16,0.9212052472130856,0.7388825932395299,0.8165438261246273,25,2720,59,0.13740334405715499,0.08848764646876442,15.771724151423523,0.5242267714539232,0.24941306354491935,8.130109586555926e-06,5.341175993341785e-10,0.2145473619513916,0.1685086619217199,0.0369343389529725,0.035570193559079435,12,29,0.04677540867633819,0.00595480454132478,-0.005254959983993597,-1.055478854694977e-20,0.010546981721868178,0.005710890470024919,704,0.0006409024867143048,0.00039058673159258583,0.0006409024867143054,0.00013196764760686465,4.8447911600682824e-05,0.00033220286770634723,0.0026250815076935127,0.001367045104897567,0.002625081507693497,9.499200082391293e-05,8.092394451469958e-06,0.0001281359849568455,airplanes
9,161.14887201456176,145.08821636728015,127.47092242916766,0.5773760737230965,7861.02839881774,8621.286082440745,9733.90783547816,0.1301784242258862,1271658462.2879255,1117247708.0589087,1005898925.4858148,2.388073975240264e+16,2.677242902431335e+16,2.829453372189281e+16,0.9194938363409195,0.8004532205763752,0.8382109567214252,17,94,41,0.0968210801671529,0.06844086455279937,15.39799222569248,0.45408078839471216,0.24789142600554873,7.939513789731138e-06,2.896905519173296e-10,0.15193204181388717,0.1288407573230871,0.023607714795271104,0.02305039059741623,10,15,0.03701786473575166,0.005201172595925806,-0.006824274285565962,9.478848628200821e-06,0.007830014675678334,0.005266404325988883,1098,0.0005556342723670231,0.0003386054598339046,0.0005556342723670179,0.00012030606517856914,3.376056208158281e-05,0.00020400078923601917,0.0022758302295082305,0.0011851662067481805,0.0022758302295082192,9.330597391094893e-05,8.417134714311274e-06,0.00010036972245321691,airplanes
