,hist_grad_mean,hist_grad_var,descs_mean,descs_var,hess_det_mean,hess_det_var,A00_mean,A00_var,A01_mean,A01_var,A11_mean,A11_var,H00_mean,H00_var,H01_mean,H01_var,H11_mean,H11_var,hu0,hu1,hu2,hu3,hu4,hu5,hu6,label
0,52.58447842497278,95485.36309683291,0.005,1.3732800004614727e-05,-3.308800161488877e-05,4.9947244597063184e-08,0.11876768033614224,0.3628173143464549,0.004714850220169672,0.0076546382208047,0.24528522483744783,0.4193463384383457,-0.0014456510291468265,0.0002634006593288441,-1.275688301980738e-21,4.256833732459868e-05,-0.0028126632508485654,0.0005785662233581545,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
1,74.84654920664067,62375.054146855255,0.005,2.1806115100340118e-05,-2.6190591261264424e-05,4.4381674670366176e-08,0.10897654257317982,0.27620822988769794,-0.006317599645392088,0.021194282816532288,0.18413345567556025,0.5144379590189025,-0.001231430486345126,0.00025723467935339126,-2.1232160424576336e-07,5.28593933652524e-05,-0.0027238157147841243,0.0004103662545869855,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
2,46.723758105939304,78970.8484153502,0.005,1.9939453142897073e-05,-3.9217432843145516e-05,7.692876568950072e-08,0.14156016796900597,0.37260203309478446,-0.0007593993940032025,0.007969707391489457,0.24773664921342162,0.6196580773455621,-0.001464083075409096,0.00031377418882048123,-1.9261329365460733e-21,5.118726994921831e-05,-0.002679523480480661,0.0005925690354109337,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
3,12.2224878161808,3286.5968811066064,0.004999999999999999,7.66067755116949e-06,-6.987219657914895e-05,1.1489609634172293e-07,0.14519019099619854,0.23959891634945668,0.00410620536238675,0.01737969336730463,0.28559203979450637,0.3649612829889933,-0.001050520214740052,0.00032296671545748053,1.5471304689246476e-06,9.163951419475715e-05,-0.0022426672485243186,0.0006844216025659081,1.458744705882353,2.1371142585007314,4.314016182360939,4.244446477631989,18.161614116911593,6.204793139097174,-0.16550981690939004,airplanes
4,28.680260994364392,26865.198966882763,0.004999999999999999,8.027561987154222e-06,-4.671812629956108e-05,6.657370575507141e-08,0.1457062691540697,0.3753453960878842,-0.007144741460544983,0.019585069156767287,0.3029597395227541,0.6015374071269165,-0.0014570732246784446,0.0003179626979465655,-5.240102559768836e-21,6.92390107753902e-05,-0.0026499542559345664,0.0007430134036416332,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
5,61.6619241052289,178048.25953598568,0.005000000000000001,2.989778224984997e-05,-4.857157876140907e-05,1.2052032811893835e-07,0.16168704697328928,0.47233396775353076,-0.011918156059487138,0.024237212793077726,0.23286402709161283,0.5031041016640564,-0.0014632890570899259,0.00034986746319043763,-3.2429789237765515e-21,7.224237305203576e-05,-0.0024508295029045425,0.0005246772339916862,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
6,49.870337320591915,76383.39872876571,0.005,2.95650725353113e-05,-4.650689831519638e-05,8.045773805157104e-08,0.13826591941217622,0.36709166226299444,-0.0010066781655950726,0.01129209054383927,0.27380052007710765,0.5118321563542829,-0.0014708233422197636,0.0002977995150584714,3.8370879402265725e-21,5.866571877744324e-05,-0.0031168169400845255,0.0006291065684535528,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
7,18.610610950105965,27848.89324365094,0.005,1.0709809399473137e-05,-7.177853461012675e-05,1.678279961913346e-07,0.19671636616280425,0.6522490046633242,0.005571691517193869,0.022522856071303547,0.3153875818884979,0.42662142739975867,-0.0011254464683465798,0.0004361771348049061,-1.9273239724543552e-08,9.970126682267891e-05,-0.0017594423126968942,0.0006861751604916571,1.52227568627451,4.122399739576625,6.433619481058211,4.84263959837924,23.87974714760587,9.601952098353628,-12.664712352387685,airplanes
8,61.78493405776717,403779.31458142935,0.005000000000000001,2.257464684516306e-05,-4.382146229143529e-05,6.633924743918319e-08,0.14815698145754358,0.39505795139128663,0.0014319797097078557,0.012650048695680132,0.25193428407713586,0.486356062779089,-0.0014676564650649357,0.00033206434098575447,4.397828561229071e-21,5.964024547659122e-05,-0.002581858136742883,0.0005884810469139901,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
9,45.62826478060145,4928.503144364885,0.005,2.4019947452163516e-05,-3.6195661474318945e-05,8.413022447607845e-08,0.14013935247949075,0.4578944393192925,-0.0041433608447648245,0.020347596776600137,0.218992829392549,0.5211896269887063,-0.0014477565473601753,0.00030694732686430923,3.062196579328857e-08,4.92014536912721e-05,-0.002961572302639262,0.0004773407176381472,2.0,4.0,8.0,8.0,64.0,16.0,0.0,airplanes
